Type,Name,Address,Rooms,Grade,District,AGA Division,PS/MC/UC,Logitiute,Latitude
Tourist Hotels,JETWING BEACH,"ETHUKALA,NEGOMBO.",78,Null,Gampaha,Negombo,Negombo Divisional Secretariat,79.841713,7.243757
Tourist Hotels,JETWING LIGHTHOUSE,"DADELLA,GALLE.",85,Null,Galle,Galle,Galle Divisional Secretariat,80.194348,6.042663
Tourist Hotels,JETWING LAGOON,"PAMUNUGAMA ROAD, THALHENA,NEGOMBO.",55,Null,Gampaha,Negombo,Negombo Divisional Secretariat,79.8237105,7.1680341
Tourist Hotels,THE SAFARI,TISSAMAHARAMA,57,Null,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.291211,6.287747
Tourist Hotels,THE LAKE,"NEW TOWN, POLONNNARUWA.",40,Null,Polonnaruwa,Polonnaruwa,Thamankaduwa Divisional Secretariat,80.992612,7.924354
Tourist Hotels,SERENE GRAND HOTEL,"NO.113, RAJAPIHILLA MAWATHA, KANDY",21,Null,Kandy,Kandy,Kandy Divisional Secretariat,80.641491,7.286564
Tourist Hotels,DICKWELLA RESORT,"BATEEGAMA,DICKWELLA.",61,Null,Matara,Matara,Dickwella Divisional Secretariat,80.685998,5.959117
Tourist Hotels,AYURVEDA PARAGON,"P.O.BOX 01, 80615, TALPE",82,Null,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.284404,5.995887
Tourist Hotels,THE TOURMALINE,"ANNIEWATTE, KANDY",24,Null,Kandy,Kandy,Ganga Ihala Korale Divisional Secretariat,80.625623,7.291288
Tourist Hotels,JETWING AYURVEDA,"NO.14, ETTHUKALA, NEGOMBO",12,Null,Gampaha,Negombo,Negombo Divisional Secretariat,79.841884,7.236983
Tourist Hotels,GREEN PARADISE AGRO ECO HOTEL,"KUBUKKADANWALA,DAMBULLA.",67,Null,Matale,Matale,Matale Divisional Secretariat,80.733751,7.899706
Tourist Hotels,CORAL SANDS HOTEL,"326,GALLE ROAD,HIKKADUWA.",72,Null,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.099676,6.136629
Tourist Hotels,ROYAL CASTLE,"140,LEWIS PLACE,NEGOMBO.",20,Null,Gampaha,Negombo,Negombo Divisional Secretariat,79.840848,7.228003
Tourist Hotels,PELWEHERA VILLAGE RESORT,"BULAGALA JUNCTION,PELWEHERA,DAMBULLA.",16,Null,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.669359,7.903622
Tourist Hotels,HOTEL THILANKA,"NO.3,SANGAMITTA MAWATHA,KANDY.",86,Null,Kandy,Kandy,Kandy Divisional Secretariat,80.645743,7.291327
Tourist Hotels,TURYAA - KALUTARA,"KUDAWASKADUWA, KALUTARA",96,Null,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.9387718,6.6289085
Tourist Hotels,BANDARAWELA HOTEL,"NO 14, WELIMADA ROAD, BANDARAWELA",33,Null,Badulla,Bandarawela Pradeshiya Sabha,Bandarawela Divisional Secretariat,80.989062,6.831583
Tourist Hotels,HARIDRA RESORT & SPA,"921,PARALLEL ROAD,POHODDARAMULLA,WADDUWA.",32,Null,Kalutara,Kalutara Pradeshiya Sabha,Wadduwa,79.934133,6.644964
Tourist Hotels,UNAWATUNA BEACH RESORT,"PARANGIYAWATTA,UNAWATUNA,GALLE",73,Null,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.2470003,6.0104413
Tourist Hotels,HIKKADUWA BEACH HOTEL,"298,GALLE ROAD,HIKKADUWA",52,Null,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.099433,6.138497
Tourist Hotels,PALM PARADISE CABANAS,"GOYAMBOKKA,TANGALLE",22,Null,Hambantota,Hambantota,Tangalle Divisional Secretariat,80.7802,6.009518
Tourist Hotels,AIDA HOTEL,"NO.12A,MANGALA MAWATHA,BENTOTA",34,Null,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.9960523,6.4245209
Tourist Hotels,ALPINE HOTEL,"NO.4 ,HADDON HILL ROAD,NUWARAELIYA",25,Null,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.7637973,6.9625923
Tourist Hotels,CITRUS - HIKKADUWA,"NO.400,GALLE ROAD,HIKKADUWA",54,Null,Galle,Galle,Hikkaduwa Divisional Secretariat,80.102953,6.129744
Tourist Hotels,AMBALAMA LEISURE LOUNGE,"IHALA HANWELLA,HANWELLA",14,Null,Colombo,Colombo,Colombo Divisional Secretariat,80.095664,6.912643
Tourist Hotels,AYURVEDA WALAUWA,"WARAHENA,BENTOTA",20,Null,Galle,Galle,Benthota Divisional Secretariat,79.999999,6.42
Tourist Hotels,BARBERYN AYURVEDIC BEACH RESORT,"KAPPARATOTA,WELIGAMA",60,Null,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,80.407254,5.959899
Tourist Hotels,BINVINO,"GAMPOLA WATTA, NARANVITA, GAMPOLA.",25,Null,Kandy,Kandy,Doluwa Divisional Secretariat,80.589352,7.167381
Tourist Hotels,CLUB PARADISE HOTEL,"NATIONAL HOLIDAY RESORT,BENTOTA",24,Null,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.9894613,6.4373579
Tourist Hotels,HOTEL COUNTRY COMFORT,"32,POLICE STATION ROAD,ELLA",18,Null,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.048373,6.876185
Tourist Hotels,DREAM BEACH HOTEL,"NO.509,GALLE ROAD AMBALANGODA",24,Null,Galle,Galle,Ambalangoda Divisional Secretariat,80.046462,6.245428
Tourist Hotels,HOTEL EVA LANKA,"HOTEL EVA LANKA,TANGALLE ROAD,TANGALLE.",29,Null,Hambantota,Hambantota,Tangalle Divisional Secretariat,80.762216,6.002818
Tourist Hotels,HOTEL EDEN GARDEN,"SIGIRIYA ROAD,INAMALUWA,DAMBULLA",36,Null,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.688691,7.929571
Tourist Hotels,ELLA JUNGLE RESORT,"UVA,KARANDAGOLLA,ELLA",22,Null,Badulla,Badulla,Badulla Divisional Secretariat,81.0715806,6.8268869
Tourist Hotels,GOLDEN STAR BEACH HOTEL,"NO.163,LEWIS PLACE,NEGOMBO",62,Null,Gampaha,Negombo,Negombo Divisional Secretariat,79.840343,7.226821
Tourist Hotels,HANTANE SHADOW RESORT,"SPRING HILL ESTATE,HEERASSAGALA,KANDY",11,Null,Kandy,Kandy,Ganga Ihala Korale Divisional Secretariat,80.632433,7.261332
Tourist Hotels,HELGAS FOLLY,"NO.70,RAJAPIHILLA MAWATHA,KANDY.",25,Null,Kandy,Kandy,Ganga Ihala Korale Divisional Secretariat,80.646196,7.284489
Tourist Hotels,BAY BEACH HOTEL,"KAPPARATOTA,WELIGAMA",60,Null,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,80.418936,5.959292
Tourist Hotels,HILL CLUB,"29,GRAND HOTEL ROAD,NUWARAELIYA",39,Null,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.763416,6.970311
Tourist Hotels,POLONNARUWA HOLIDAY INN,"POLONNARUWA HOLIDAY INN, BENDIWEWA, POLONNARUWA",24,Null,Polonnaruwa,Polonnaruwa,Polonnaruwa Divisional Secretariat,80.988284,7.959284
Tourist Hotels,HOTEL CHANDRIKA,"KATARAGAMA ROAD, TISSAMAHARAMA",20,Null,Hambantota,Hambantota,Hambantota Divisional Secretariat,81.331018,6.412938
Tourist Hotels,HOTEL CHATHUMEDURA VILLAGE INN,"NO.258/1,IHALAYAGODA,YAGODA",22,Null,Gampaha,Gampaha,Gampaha Divisional Secretariat,80.000686,7.053018
Tourist Hotels,HOTEL HEMALEE,"POLONNARUWA ROAD,GIRITALE",16,Null,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat,80.926184,7.995609
Tourist Hotels,OLYMPUS PLAZA HOTEL,"NO.75,WELIMADA ROAD,HAPUTALE",30,Null,Badulla,Haputale,Haputale Divisional Secretariat,80.952255,6.766203
Tourist Hotels,INDURUWA BEACH RESORT,"GALLE ROAD,KAIKAWALA,INDURUWA",90,Null,Galle,Galle,Galle Divisional Secretariat,80.008537,6.376688
Tourist Hotels,INSIGHT,"NO.67,MATARA ROAD,AHANGAMA.",32,Null,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.359938,5.973159
Tourist Hotels,KOSGODA BEACH RESORT,"P.O.BOX.1,NUPE,KOSGODA",50,Null,Galle,Galle,Balapitiya Divisional Secretariat,80.024891,6.341
Tourist Hotels,LAYA LEISURE - KUKULEGANGA,"AUSKVALLY,MOLAKAWA",64,Null,Kalutara,Kalutara Pradeshiya Sabha,Baduraliya,80.233872,6.582918
Tourist Hotels,KUMUDU VALLEY RESORT,"THALDEKA ROAD,NAINAMADAMA",10,Null,Puttalam,Wennappuwa Pradeshiya Sabha,Wennappuwa Divisional Secretariat,79.840704,7.305658
Tourist Hotels,LANKA PRINCESS HOTEL,"KALUWAMODARA,BERUWELA",94,Null,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.989498,6.443611
Tourist Hotels,RICHRON BEACH HOTEL,"BEACH ROAD,MARAWILA",25,Null,Puttalam,Nattandiya Pradeshiya Sabha,Nattandiya Divisional Secretariat,79.81845,7.40603
Tourist Hotels,LAWRENCE HILL PARADISE,"47,WAULAGODA MIDDLE ROAD,HIKKADUWA",14,Null,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.1012754,6.1346957
Tourist Hotels,NAVRO BEACH RESORT,"NO.40,BEACH ROAD,PANADURA",24,Null,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,79.902238,6.713466
Tourist Hotels,HERITANCE AYURVEDA MAHAGEDARA,"GALLE ROAD,MORAGALLE,BERUWALA",64,Null,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.985631,6.446616
Tourist Hotels,THE TAMARIND TREE,"NO 1, ADIAMBALAMA ESTATE, YATIYANA, MINUWANGODA.",57,Null,Gampaha,Katunayake-Seeduwa,Katana Divisional Secretariat,79.918624,7.182871
Tourist Hotels,SILVAS BEACH HOTEL,"NO.16,ETHUKALA,NEGOMBO",17,Null,Gampaha,Negombo,Negombo Divisional Secretariat,79.8365076,7.2336371
Tourist Hotels,STAR DUST BEACH HOTEL,"ARUGAMBAY,POTTUVIL",11,Null,Ampara,Ampara,Pottuvil Divisional Secretariat,81.831336,6.850021
Tourist Hotels,OASIS BEACH RESORT,"31,PORUTOTA ROAD,ETHUKALA,NEGOMBO",40,Null,Gampaha,Katunayake-Seeduwa,Negombo Divisional Secretariat,79.841527,7.239711
Tourist Hotels,98 ACRES RESORT,"UVA GREENLANDS ESTATE,NAMUNUKULA ROAD,ELLA",28,Null,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.0602823,6.8712053
Tourist Hotels,OCEAN BEACH CLUB,"PATUWATHA,DODANDUWA,HIKADUWA",16,Null,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.118766,6.116199
Tourist Hotels,ORIENT HOTEL,"NO.12,DHARMAPALA MAWATHA,BANDARAWELA",35,Null,Badulla,Bandarawela Pradeshiya Sabha,Bandarawela Divisional Secretariat,80.987658,6.833521
Tourist Hotels,AMAGI LAGOON RESORT AND SPA,"640/82,COLOMBO ROAD,KURANA,NEGAMBO",22,Null,Gampaha,Negombo,Negombo Divisional Secretariat,79.85484,7.190497
Tourist Hotels,THE RAINFOREST,"ENSELWATTE ESTATE, DENIYAYA.",16,Null,Matara,Kotapola Pradeshiya Sabha,Kotapola Divisional Secretariat,80.596512,6.389513
Tourist Hotels,KAMILI BEACH VILLA,"NO.531,FIRST STATION ROAD,WASKADUWA,KALUTARA",24,Null,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.940258,6.629886
Tourist Hotels,STAR LIGHT HOTEL,"GALLE ROAD,80615,TALPE",14,Null,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.271503,5.998994
Tourist Hotels,RANDIYA HOTEL,"394/19A,MUDITHA MAWATHA,ANURADHAPURA",14,Null,Anuradhapura,Anuradhapura,Anuradhapura East,80.418003,8.330308
Tourist Hotels,P.T. GARDEN HOTEL,"NO.540A/4,SAMURDHI MAWATHA,WALGAMA,MALWANA",21,Null,Gampaha,Biyagama Pradeshiya Sabha,Biyagama Divisional Secretariat,80.005875,6.963166
Tourist Hotels,PEACOCK BEACH HOTEL LTD,"TISSA ROAD,HAMBANTOTA",111,Null,Hambantota,Hambantota,Hambantota Divisional Secretariat,81.131521,6.133387
Tourist Hotels,HOTEL PICTURESQUE,"NO:503,THEMBILIYANA ESTATE,DEHIOWITA",10,Null,Kegalle,Dehiowita Pradeshiya Sabha,Dehiovita Divisional Secretariat,80.242826,6.965811
Tourist Hotels,PRINCE HOTEL BANDARAWELA,"BADULLA ROAD,BINDUNUWEWA,BANDARAWELA",30,Null,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.009061,6.832354
Tourist Hotels,QUEENS HOTEL,"NO:04,DALADA VEEDIYA,KANDY",67,Null,Kandy,Kandy,Gagawata,80.638068,7.293287
Tourist Hotels,RAMADA KATUNAYAKE,"842,NEGOMBO ROAD,SEEDUWA",56,Null,Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat,79.881486,7.111464
Tourist Hotels,PALM GROOVE HOLIDAY INN,"ARUGAMBAY,POTUVIL",23,Null,Ampara,Ampara,Pottuvil Divisional Secretariat,81.828488,6.837743
Tourist Hotels,PALM VILLAGE HOTEL,"262,OLD COLOMBO RD,USWETAKEIYAWA",50,Null,Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat,79.860648,7.034292
Tourist Hotels,HOTEL RANATHISARA,"NO:51,KANDY RD,NITTAMBUWA",12,Null,Gampaha,Attanagalla Pradeshiya Sabha,Attanagalla Divisional Secretariat,80.096877,7.14695
Tourist Hotels,HOTEL SUDU ARALIYA,"NEWTOWN,POLONNARUWA",104,Null,Polonnaruwa,Polonnaruwa,Thamankaduwa Divisional Secretariat,80.993733,7.923266
Tourist Hotels,HOTEL SUNSET BEACH,"NO.5, CARRON PLACE, LEWIS ROAD,NEGOMBO.",35,Null,Gampaha,Negombo,Negombo Divisional Secretariat,79.839776,7.225328
Tourist Hotels,HOTEL SUISSE,"NO:30,SANGARAJA MAWATHA,KANDY",90,Null,Kandy,Kandy,Gagawata,80.642924,7.288387
Tourist Hotels,TALALLA RETREAT CENTRE,"SAMPAYA HOUSE, TALALLA SOUTH, GANDARA.",32,Null,Matara,Matara,Matara Divisional Secretariat,80.620954,5.943955
Tourist Hotels,SERENE PAVILIONS,"NO20,UPALI MAWATHA,WADDUWA",15,Null,Kalutara,Kalutara Pradeshiya Sabha,Panadura Divisional Secretariat,79.922221,6.671541
Tourist Hotels,AVENRA BEACH HOTEL,"NO 714, NARIGAMA HIKKADUWA",62,Null,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.111157,6.123829
Tourist Hotels,THE PRIVILEGE,"260,SAMANTHARA ROAD,MOLLIGODA,WADDUWA.",25,Null,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,79.931298,6.653508
Tourist Hotels,SEA GARDEN HOTEL,"ETHUKALA,NEGOMBO",27,Null,Gampaha,Gampaha,Negombo Divisional Secretariat,79.857376,7.265322
Tourist Hotels,THE ROCK,"60,UNIQUE VIEW RD,NUWARAELIYA",10,Null,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.76234,6.963454
Tourist Hotels,SARASA HOTEL,"937 KANDY ROAD,WEDAMULLA,KELANIYA",19,Null,Gampaha,Gampaha,Kelaniya Divisional Secretariat,79.904795,6.968135
Tourist Hotels,SANMALI BEACH HOTEL,"BEACH ROAD,MARAWILA",20,Null,Puttalam,Puttalam Pradeshiya Sabha,Mahawa Divisional Secretariat,79.815459,7.41773
Tourist Hotels,ROBINSON HOTEL,"82,TISSA ROAD,KATHARAGAMA",19,Null,Moneragala,Hambantota,Katharagama Divisional Secretariat,81.329274,6.409072
Tourist Hotels,RENUKA CITY HOTEL,"326,GALLE ROAD,COLOMBO 3",40,Null,Colombo,Colombo,Colombo Divisional Secretariat,79.850427,6.908534
Tourist Hotels,THE SWISS RESIDENCE,"NO:23,BAHIRAWAKANDA,KANDY",40,Null,Kandy,Kandy,Gagawata,80.630297,7.297024
Tourist Hotels,VILLA RANMENIKA,"GALLE ROAD, AHUNGALLA.",14,Null,Galle,Galle,Balapitiya Divisional Secretariat,80.034545,6.308305
Tourist Hotels,MICHELLE BOUTIQUE HOTEL,"432,GALLE ROAD,BALAPITIYA",10,Null,Galle,Galle,Galle Divisional Secretariat,80.036511,6.263385
Tourist Hotels,TREE OF LIFE,"YAHALATENNA,BARIGAMA,WERELLAGAMA,KANDY.",43,Null,Kandy,Kandy,Harispattuwa Divisional Secretariat,80.576826,7.319187
Tourist Hotels,CATAMARAN BEACH HOTEL,"NO: 209, LEWIS PLACE, NEGOMBO",46,Null,Gampaha,Jaffna,Negombo Divisional Secretariat,79.84064,7.227908
Tourist Hotels,MADULKELLE TEA & ECO LODGE,"RICHLAND ROAD, MADULKELLE.",11,Null,Kandy,Kandy,Kandy Divisional Secretariat,80.723882,7.393303
Tourist Hotels,EARLS REEF BERUWALA,"NO. 91/22,MARADANA ROAD,MORAGALLA,BERUWALA.",54,Null,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.977927,6.453929
Tourist Hotels,HOTEL GOODWOOD PLAZA,"CANADA FRIENDSHIP ROAD,KATUNAYAKE.",32,Null,Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat,79.881579,7.16576
Tourist Hotels,UGA BAY RESORT & SPA,"COCONUT BOARD ROAD,KALKUDAH,PASSIKUDAH.",48,Null,Batticaloa,Kalkudha,Valaichchenai Divisional Secretariat,81.5593553,7.9267033
Tourist Hotels,SAUNTER PARADISE HOTEL,"TRINCOMALEE ROAD, AWDANGAWA, KIMBISSA, HABARANA",10,Null,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.724123,7.992861
Tourist Hotels,OKRIN HOTEL,"NO 110,DETAGAMUWA,KATHARAGAMA",16,Null,Moneragala,Katharagama,Katharagama Divisional Secretariat,81.324962,6.400263
Tourist Hotels,JAFFNA HERITAGE HOTEL,"NO 195,TEMPLE ROAD,NALLUR,JAFFNA",10,Null,Jaffna,Jaffna,Jaffna Divisional Secretariat,80.028005,9.670882
Tourist Hotels,BUDDIMA SAMUDRA,"PUTTALAM ROAD,NIKAWERATIYA",14,Null,Kurunegala,Nikaweratiya Pradeshiya Sabha,Nikaweratiya Divisional Secretariat,80.124388,7.738671
Tourist Hotels,AMAARA SKY HOTEL,"72/22, A. B. DAMUNUPOLA MAWATHA, KANDY.",12,Null,Kandy,Kandy,Kandy Divisional Secretariat,80.627342,7.292234
Tourist Hotels,HOTEL SOBANA,"KIRIIBBANWEWA, SEVANAGALA, EMBILIPITIYA.",17,Null,Ratnapura,Thanamalwila Pradeshiya Sabha,Sevanagala Divisional Secretariat,80.964044,6.384522
Tourist Hotels,FRESCO WATER VILLA,"FRESCO WATER VILLA (PVT) LTD,SIGIRIYA ROAD,KIMBISSA",36,Null,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.735044,7.945932
Tourist Hotels,JUNGLE BEACH RESORT,"27TH KM POST, PULMUDEI ROAD, KUCHCHAVELI, TRINCOMALEE",48,Null,Trincomalee,Kuchchaveli,Kuchchaveli Divisional Secretariat,81.135534,8.771857
Tourist Hotels,AMAYA BEACH PASSIKUDAH,"NATIONAL HOLIDAY RESORT, PASSIKUDAH, KALKUDAH",126,Null,Batticaloa,Kalkudha,Koralai Pattu Divisional Secretariat,81.569581,7.925952
Tourist Hotels,SUBHAS HOTEL,"49, VICTORIA ROAD, JAFFNA",11,Null,Jaffna,Jaffna,Jaffna Divisional Secretariat,80.016663,9.66635
Tourist Hotels,HOTEL J,"331/1, LEWIS PLACE, NEGOMBO.",35,Null,Gampaha,Negombo,Negombo Divisional Secretariat,79.841109,7.232976
Tourist Hotels,SHELL COAST RESORT PVT LTD,"UVARY,PESALAI,MANNAR",11,Null,Mannar,Jaffna,Jaffna Divisional Secretariat,79.824493,9.028711
Tourist Hotels,THAPROBAN PAVILION RESORT & SPA,"YADDEHIMULLA, UNAWATUNA.",16,Null,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.240417,6.009533
Tourist Hotels,CAMELLIA RESORT & SPA,"AUDANGAWA, KIMBISSA, SIGIRIYA.",60,Null,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.7348373,7.9952951
Tourist Hotels,DUTCH BAY RESORTS,"DUTCH BAY ISLAND,KALPITIYA",17,Null,Puttalam,Kalpitiya Pradeshiya Sabha,Kalpitiya Divisional Secretariat,79.75646,8.274467
Tourist Hotels,ANILANA-EASTERN DEVELOPMENT ENTERPRISES,"NO.14,TOURISM DEVELOPMENT ZONE,PASSIKUDHA,KALKUDHA.",47,Null,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,81.574945,7.925871
Tourist Hotels,MAGAMPURA ECO VILLAGE RESORT,"KAWANTISSAPURA,KATARAGAMA ROAD,TISSAMAHARAMAYA",18,Null,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.322712,6.360924
Tourist Hotels,GARTONS CAPE,"DENUWALA,AHANGAMA.",19,Null,Galle,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,80.382426,5.965604
Tourist Hotels,OAK RAY TEA BUSH,"PAHALA KADA VEEDIYA,RAMBODA",1,Null,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.695354,7.057137
Tourist Hotels,HOTEL EAST LAGOON,"MUNAI LANE,UPPODAI LAKE ROAD,SINNA UPPODAI,BATICALOA",45,Null,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,81.704865,7.728728
Tourist Hotels,PEARL CITY HOTEL,"NO.17,BAUDDHALOKA MAWATHA,COLOMBO 04.",69,Null,Colombo,Colombo,Colombo Divisional Secretariat,79.855167,6.895633
Tourist Hotels,REEFS EDGE RESORTS,"NO 300,277/4,USWETAKEIYAWA",23,Null,Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat,79.856054,7.051974
Tourist Hotels,ANANTAYA RESORT & SPA,"KAURKUPONE, BANGADENIYA,CHILAW.",74,Null,Puttalam,AKKARAIPATTU,Akkaraipattu Divisional Secretariat,79.826082,7.634506
Tourist Hotels,MELHEIM RESORT,"LOWER BLACKWOOD,BERAGALA,HAPUTALE",14,Null,Badulla,Haldummulla Pradeshiya Sabha,Haldummulla Divisional Secretariat,80.918766,6.759146
Tourist Hotels,SHINAGAWA BEACH,"NO 30,OLD GURU NIWASA ROAD,BALAPITIYA",26,Null,Galle,balapitiya,Balapitiya Divisional Secretariat,80.038594,6.291066
Tourist Hotels,ALIYA RESORT & SPA,"AUDANGAWA,KIMBISSA,SIGIRIYA.",96,Null,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.7343613,7.9991963
Tourist Hotels,RAJARATA HOTEL,"ROWING CLUB ROAD,ANURADHAPURA.",30,Null,Anuradhapura,Anuradhapura,Anuradhapura East,80.418972,8.330589
Tourist Hotels,PASSI BAY HOTEL,"103,PASSIKUDAH ROAD,PASSIKUDAH,VALACHCHENA.",22,Null,Batticaloa,Batticaloa,Koralai Pattu Divisional Secretariat,81.568689,7.921889
Tourist Hotels,THE LONG BEACH RESORT & SPA,"KOGGALA,HABARADUWA,SRI LANKA.",194,Null,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.319034,5.990802
Tourist Hotels,AVASTA RESORT AND SPA,"NO 92,NIWANTHAKA CHETHIYA ROAD,ANURADHAPURAYA",13,Null,Anuradhapura,Anuradhapura,Anuradhapura East,80.416853,8.3523
Tourist Hotels,PLEDGE 3,"NO:03,ETHTHUKALA,NEGOMBO",14,Null,Gampaha,Gampaha,Gampaha Divisional Secretariat,79.84182656,7.236222401
Tourist Hotels,UTMT RESORT,"TANGALLE ROAD,BATTHEEGAMA WEST,DIKWELLA",26,Null,Matara,Dickwella,Dickwella Divisional Secretariat,80.6728793,5.9603013
Tourist Hotels,SURIYA LUXURY RESORTS,"KAMMALA,WAIKKAL.",56,Null,Puttalam,Wennappuwa Pradeshiya Sabha,Wennappuwa Divisional Secretariat,79.839145,7.300199
Tourist Hotels,CITRUS WASKADUWA,"427,SAMANTHARA ROAD,KUDA WASKADUWA,WASKADUWA",150,Null,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.8655563,6.9101903
Tourist Hotels,THOMPUKANDAM VILLAGE RESORT,"NO 72,ADDAPALAM,NINTHAVUR.",10,Null,Ampara,Ampara,Ninthavur Divisional Secretariat,81.8561523,7.3213613
Tourist Hotels,LIFE AYURVEDA RESORT,"NO:18,RATNAYAKE PLACE,THALPITIYA SOUTH,WADDUWA",19,Null,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.921694,6.673982
Tourist Hotels,ARALIYA GREEN HILLS HOTEL,"NO:10,GLEN FALL ROAD,NUWRA ELIYA",107,Null,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.764481,6.967075
Tourist Hotels,WHISPERING PALMS HOTEL,"GALLE ROAD,YALEGAMA,INDURUWA",30,Null,Galle,Galle,Galle Divisional Secretariat,80.009107,6.384061
Tourist Hotels,MARINA PASSIKUDAH,"NO: 07, COCONUT BOARD ROAD, KALKUDAH, PASSIKUDAH",26,Null,Batticaloa,Kalkudha,Koralai Pattu Divisional Secretariat,81.56346,7.92469
Tourist Hotels,ANILANA HOTEL AND PROPERTIES LTD,"NO.1508, WARD NO.04, IRAKKANDI, NILAVELI",54,Null,Trincomalee,Kuchchaveli,Kuchchaveli Divisional Secretariat,81.186779,8.7071
Tourist Hotels,THAULLE RESORT,"NO.35 MAHADEIRA,YODAKANDIYA,TISSAMAHARAMA",28,Null,Hambantota,Thissamaharama,Hambantota Divisional Secretariat,81.313441,6.263005
Tourist Hotels,DIVYAA LAGOON,"DUTCH BAY,KANDAKULIYA,KALPITIYA",14,Null,Puttalam,Kalpitiya Pradeshiya Sabha,Kalpitiya Divisional Secretariat,79.736306,8.228088
Tourist Hotels,THE COVANRO,"NO.353.AIRPORT ROAD,NAIWALA,VEYANGODA.",39,Null,Gampaha,Minuwangoda Pradeshiya Sabha,Minuwangoda Divisional Secretariat,80.036423,7.158602
Tourist Hotels,CAPE WELIGAMA,"331, KAPPARATHOTA ROAD, KALUKANDA, WELIGAMA.",40,Null,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,80.411151,5.959346
Tourist Hotels,CALAMANSI COVE BY JETWING,"62, WIJERAMA ROAD, BRAHAKMANAWATTE, BALAPITIYA",14,Null,Galle,balapitiya,Balapitiya Divisional Secretariat,80.036088,6.285364
Tourist Hotels,RESIDENCE BY UGA ESCAPES,"NO.20,PARK SYREET,COLOMBO 02",11,Null,Colombo,Colombo,Colombo Divisional Secretariat,79.858337,6.917358
Tourist Hotels,TAPROBANA RESORT WADDUWA,"NO.354/16, RATHNAYAKE ROAD, THALPITIYA,WADDUWA.",27,Null,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,79.92146,6.676126
